t_seconds,strip,ink,occluded
665.0,6,0.10602,0
665.0,7,0.07062,0
670.0,0,0.16672,0
670.0,1,0.15266,0
670.0,2,0.15302,0
670.0,3,0.14409,0
670.0,4,0.13138,0
670.0,5,0.09578,0
670.0,6,0.1131,0
670.0,7,0.08177,0
675.0,0,0.12833,1
675.0,1,0.14104,1
675.0,2,0.14648,1
675.0,3,0.12987,1
675.0,4,0.12677,1
675.0,5,0.15625,1
675.0,6,0.18055,1
675.0,7,0.20036,1
680.0,0,0.20294,1
680.0,1,0.12326,0
680.0,2,0.10602,0
680.0,3,0.08628,1
680.0,4,0.11164,1
680.0,5,0.12646,0
680.0,6,0.08409,0
680.0,7,0.06279,0
685.0,0,0.21901,1
685.0,1,0.13292,0
685.0,2,0.13331,0
685.0,3,0.08031,1
685.0,4,0.14836,0
685.0,5,0.15117,0
685.0,6,0.15375,0
685.0,7,0.10013,0
690.0,0,0.13656,1
690.0,1,0.13948,1
690.0,2,0.1493,1
690.0,3,0.13008,1
690.0,4,0.13776,1
690.0,5,0.16195,1
690.0,6,0.17938,1
690.0,7,0.21172,1
695.0,0,0.13234,1
695.0,1,0.14599,1
695.0,2,0.14857,1
695.0,3,0.12945,1
695.0,4,0.13039,1
695.0,5,0.1576,1
695.0,6,0.2132,1
695.0,7,0.21719,1
700.0,0,0.16698,0
700.0,1,0.15057,0
700.0,2,0.18609,0
700.0,3,0.15328,0
700.0,4,0.14141,0
700.0,5,0.0662,1
700.0,6,0.06047,1
700.0,7,0.08893,0
705.0,0,0.19625,0
705.0,1,0.16091,0
705.0,2,0.14784,0
705.0,3,0.10052,0
705.0,4,0.11047,0
705.0,5,0.07878,0
705.0,6,0.07919,0
705.0,7,0.15625,1
710.0,0,0.06831,1
710.0,1,0.06419,1
710.0,2,0.09435,1
710.0,3,0.1407,1
710.0,4,0.16956,1
710.0,5,0.11292,1
710.0,6,0.09065,1
710.0,7,0.12198,1
715.0,0,0.12857,1
715.0,1,0.13693,1
715.0,2,0.14523,1
715.0,3,0.12708,1
715.0,4,0.1276,1
715.0,5,0.15297,1
715.0,6,0.17786,1
715.0,7,0.20836,1
720.0,0,0.21339,1
720.0,1,0.13401,0
720.0,2,0.13333,0
720.0,3,0.1638,0
720.0,4,0.18143,0
720.0,5,0.16081,0
720.0,6,0.14375,0
720.0,7,0.09461,0
725.0,0,0.20328,1
725.0,1,0.14997,0
725.0,2,0.13612,0
725.0,3,0.16466,0
725.0,4,0.18115,0
725.0,5,0.16161,0
725.0,6,0.14482,0
725.0,7,0.09294,0
730.0,0,0.2175,1
730.0,1,0.12716,0
730.0,2,0.13297,0
730.0,3,0.16685,0
730.0,4,0.18193,0
730.0,5,0.16333,0
730.0,6,0.1457,0
730.0,7,0.09263,0
735.0,0,0.08453,1
735.0,1,0.05737,1
735.0,2,0.0437,1
735.0,3,0.05083,1
735.0,4,0.04008,1
735.0,5,0.04339,1
735.0,6,0.04323,1
735.0,7,0.03839,0
740.0,0,0.11969,1
740.0,1,0.06956,1
740.0,2,0.09172,0
740.0,3,0.09297,1
740.0,4,0.08328,1
740.0,5,0.07815,0
740.0,6,0.06273,0
740.0,7,0.05906,0
745.0,0,0.11232,1
745.0,1,0.06336,1
745.0,2,0.11083,0
745.0,3,0.11096,0
745.0,4,0.06737,0
745.0,5,0.0787,0
745.0,6,0.0488,1
745.0,7,0.05799,1
750.0,0,0.09055,1
750.0,1,0.09164,1
750.0,2,0.13279,0
750.0,3,0.12164,0
750.0,4,0.08154,0
750.0,5,0.05714,1
750.0,6,0.04219,1
750.0,7,0.06484,0
755.0,0,0.0974,1
755.0,1,0.09341,1
755.0,2,0.13557,0
755.0,3,0.12281,0
755.0,4,0.08888,0
755.0,5,0.07854,1
755.0,6,0.05857,1
755.0,7,0.06503,0
760.0,0,0.09685,1
760.0,1,0.09242,1
760.0,2,0.1356,0
760.0,3,0.12227,0
760.0,4,0.0843,0
760.0,5,0.10604,0
760.0,6,0.11203,0
760.0,7,0.10815,1
765.0,0,0.14216,0
765.0,1,0.12133,0
765.0,2,0.07875,0
765.0,3,0.09768,0
765.0,4,0.09154,0
765.0,5,0.08234,0
765.0,6,0.08674,0
765.0,7,0.11721,1
770.0,0,0.1151,0
770.0,1,0.09625,0
770.0,2,0.11,0
770.0,3,0.07904,0
770.0,4,0.05206,1
770.0,5,0.07607,0
770.0,6,0.08044,0
770.0,7,0.15185,1
775.0,0,0.12771,1
775.0,1,0.14742,0
775.0,2,0.13091,0
775.0,3,0.08622,0
775.0,4,0.08771,0
775.0,5,0.11719,0
775.0,6,0.08643,1
775.0,7,0.06966,1
780.0,0,0.14167,0
780.0,1,0.1719,0
780.0,2,0.1737,1
780.0,3,0.05568,1
780.0,4,0.08586,0
780.0,5,0.10576,0
780.0,6,0.10055,0
780.0,7,0.08409,0
785.0,0,0.13974,0
785.0,1,0.17172,0
785.0,2,0.14974,0
785.0,3,0.11057,0
785.0,4,0.12461,0
785.0,5,0.12021,1
785.0,6,0.06172,1
785.0,7,0.09177,0
790.0,0,0.13737,0
790.0,1,0.17247,0
790.0,2,0.14961,0
790.0,3,0.11089,0
790.0,4,0.11987,0
790.0,5,0.15216,0
790.0,6,0.12529,0
790.0,7,0.10604,0
795.0,0,0.16984,0
795.0,1,0.11549,0
795.0,2,0.13367,0
795.0,3,0.06807,1
795.0,4,0.08464,1
795.0,5,0.09164,0
795.0,6,0.07854,0
795.0,7,0.13898,1
800.0,0,0.17326,0
800.0,1,0.11508,0
800.0,2,0.11286,0
800.0,3,0.11461,0
800.0,4,0.15216,0
800.0,5,0.14359,1
800.0,6,0.04505,1
800.0,7,0.14669,1
805.0,0,0.15372,0
805.0,1,0.11797,0
805.0,2,0.07062,1
805.0,3,0.0824,0
805.0,4,0.13292,0
805.0,5,0.10948,0
805.0,6,0.09661,0
805.0,7,0.0982,0
810.0,0,0.17893,0
810.0,1,0.15763,0
810.0,2,0.15161,0
810.0,3,0.11729,1
810.0,4,0.08388,1
810.0,5,0.1318,0
810.0,6,0.11156,0
810.0,7,0.11833,0
815.0,0,0.13341,1
815.0,1,0.16435,1
815.0,2,0.14547,1
815.0,3,0.14458,1
815.0,4,0.14109,1
815.0,5,0.17323,1
815.0,6,0.18232,1
815.0,7,0.20836,1
820.0,0,0.09477,0
820.0,1,0.05167,0
820.0,2,0.14391,0
820.0,3,0.15661,0
820.0,4,0.13974,0
820.0,5,0.09391,0
820.0,6,0.07258,0
820.0,7,0.14297,0
825.0,0,0.16346,1
825.0,1,0.08518,0
825.0,2,0.16247,0
825.0,3,0.17349,0
825.0,4,0.14885,0
825.0,5,0.10331,0
825.0,6,0.07893,0
825.0,7,0.14516,0
830.0,0,0.13372,1
830.0,1,0.16586,1
830.0,2,0.14872,1
830.0,3,0.13547,1
830.0,4,0.13826,1
830.0,5,0.17786,1
830.0,6,0.18151,1
830.0,7,0.20875,1
835.0,0,0.14305,1
835.0,1,0.11068,1
835.0,2,0.13818,1
835.0,3,0.1175,1
835.0,4,0.10208,1
835.0,5,0.1381,1
835.0,6,0.09625,1
835.0,7,0.09466,1
840.0,0,0.12693,0
840.0,1,0.1451,0
840.0,2,0.12484,0
840.0,3,0.12516,1
840.0,4,0.12708,1
840.0,5,0.14083,0
840.0,6,0.13104,0
840.0,7,0.08711,0
845.0,0,0.12776,0
845.0,1,0.14672,0
845.0,2,0.14966,0
845.0,3,0.13513,0
845.0,4,0.12974,0
845.0,5,0.1801,1
845.0,6,0.12867,1
845.0,7,0.10044,0
850.0,0,0.12615,0
850.0,1,0.14594,0
850.0,2,0.13406,0
850.0,3,0.12997,0
850.0,4,0.11904,0
850.0,5,0.17016,1
850.0,6,0.14141,1
850.0,7,0.10328,1
855.0,0,0.14367,1
855.0,1,0.1175,1
855.0,2,0.16026,1
855.0,3,0.12133,1
855.0,4,0.1138,1
855.0,5,0.14253,1
855.0,6,0.09794,1
855.0,7,0.09378,1
860.0,0,0.14393,1
860.0,1,0.11719,1
860.0,2,0.16057,1
860.0,3,0.13977,1
860.0,4,0.10815,1
860.0,5,0.14297,1
860.0,6,0.0975,1
860.0,7,0.08612,1
865.0,0,0.14581,1
865.0,1,0.12273,1
865.0,2,0.16888,1
865.0,3,0.14013,1
865.0,4,0.11781,1
865.0,5,0.14711,1
865.0,6,0.09745,1
865.0,7,0.09099,1
870.0,0,0.13008,1
870.0,1,0.11294,1
870.0,2,0.15305,1
870.0,3,0.11802,1
870.0,4,0.10128,1
870.0,5,0.14523,1
870.0,6,0.09685,1
870.0,7,0.08857,1
875.0,0,0.12112,0
875.0,1,0.15023,0
875.0,2,0.13521,0
875.0,3,0.1051,0
875.0,4,0.06883,0
875.0,5,0.04872,0
875.0,6,0.09742,0
875.0,7,0.06529,0
880.0,0,0.10656,0
880.0,1,0.08669,0
880.0,2,0.04849,0
880.0,3,0.05964,0
880.0,4,0.07148,0
880.0,5,0.05807,0
880.0,6,0.04953,1
880.0,7,0.05437,0
885.0,0,0.12206,1
885.0,1,0.04674,0
885.0,2,0.08055,0
885.0,3,0.06297,1
885.0,4,0.05852,1
885.0,5,0.05167,0
885.0,6,0.05635,0
885.0,7,0.05776,0
890.0,0,0.12326,1
890.0,1,0.04672,0
890.0,2,0.06536,0
890.0,3,0.06271,0
890.0,4,0.10073,1
890.0,5,0.08133,1
890.0,6,0.08951,0
890.0,7,0.05651,0
895.0,0,0.12227,1
895.0,1,0.05932,0
895.0,2,0.09732,0
895.0,3,0.0724,1
895.0,4,0.08969,0
895.0,5,0.095,0
895.0,6,0.08656,0
895.0,7,0.05299,0
900.0,0,0.1232,1
900.0,1,0.06911,0
900.0,2,0.1043,0
900.0,3,0.12346,0
900.0,4,0.12622,1
900.0,5,0.07833,1
900.0,6,0.09659,0
900.0,7,0.05604,0
905.0,0,0.12219,1
905.0,1,0.06872,0
905.0,2,0.10641,0
905.0,3,0.11609,0
905.0,4,0.13263,0
905.0,5,0.1418,0
905.0,6,0.10768,0
905.0,7,0.10383,1
910.0,0,0.08333,0
910.0,1,0.10781,0
910.0,2,0.11802,0
910.0,3,0.13302,0
910.0,4,0.14286,0
910.0,5,0.10346,0
910.0,6,0.06708,0
910.0,7,0.09531,1
915.0,0,0.11964,0
915.0,1,0.1106,0
915.0,2,0.12865,0
915.0,3,0.12958,0
915.0,4,0.09938,0
915.0,5,0.07581,0
915.0,6,0.11951,0
915.0,7,0.06747,1
920.0,0,0.14846,0
920.0,1,0.09401,0
920.0,2,0.0707,0
920.0,3,0.08229,0
920.0,4,0.08625,0
920.0,5,0.09138,0
920.0,6,0.10943,0
920.0,7,0.10401,1
925.0,0,0.13393,1
925.0,1,0.15198,0
925.0,2,0.09828,1
925.0,3,0.1344,1
925.0,4,0.12917,0
925.0,5,0.1263,0
925.0,6,0.09674,0
925.0,7,0.08307,0
930.0,0,0.1344,1
930.0,1,0.12674,0
930.0,2,0.12635,0
930.0,3,0.14766,0
930.0,4,0.17052,0
930.0,5,0.14651,1
930.0,6,0.06956,1
930.0,7,0.09708,0
935.0,0,0.09643,0
935.0,1,0.13406,0
935.0,2,0.11487,0
935.0,3,0.15221,0
935.0,4,0.14318,0
935.0,5,0.13208,0
935.0,6,0.11216,0
935.0,7,0.1218,1
940.0,0,0.12172,0
940.0,1,0.08732,0
940.0,2,0.10708,0
940.0,3,0.09625,0
940.0,4,0.0849,0
940.0,5,0.06005,1
940.0,6,0.03458,1
940.0,7,0.06016,0
945.0,0,0.17495,0
945.0,1,0.10755,0
945.0,2,0.08971,0
945.0,3,0.0994,0
945.0,4,0.1049,0
945.0,5,0.10422,0
945.0,6,0.05911,1
945.0,7,0.07052,1
950.0,0,0.07745,0
950.0,1,0.045,0
950.0,2,0.04708,0
950.0,3,0.03281,0
950.0,4,0.04542,1
950.0,5,0.04568,0
950.0,6,0.00984,1
950.0,7,0.06315,1
955.0,0,0.13292,1
955.0,1,0.06003,0
955.0,2,0.12643,1
955.0,3,0.14849,0
955.0,4,0.18422,0
955.0,5,0.13187,0
955.0,6,0.07805,0
955.0,7,0.10484,0
960.0,0,0.22604,1
960.0,1,0.13755,1
960.0,2,0.12018,1
960.0,3,0.15263,1
960.0,4,0.18628,1
960.0,5,0.12057,1
960.0,6,0.12018,1
960.0,7,0.15841,1
965.0,0,0.08016,1
965.0,1,0.07362,1
965.0,2,0.09349,0
965.0,3,0.1174,0
965.0,4,0.10484,0
965.0,5,0.08721,0
965.0,6,0.11964,1
965.0,7,0.1125,1
970.0,0,0.1088,0
970.0,1,0.16292,0
970.0,2,0.12211,0
970.0,3,0.0844,1
970.0,4,0.12596,0
970.0,5,0.13073,0
970.0,6,0.09672,0
970.0,7,0.10091,0
975.0,0,0.1537,0
975.0,1,0.18107,0
975.0,2,0.15648,0
975.0,3,0.15677,0
975.0,4,0.16216,0
975.0,5,0.14456,0
975.0,6,0.11852,0
975.0,7,0.11753,0
980.0,0,0.15242,0
980.0,1,0.17768,0
980.0,2,0.15313,0
980.0,3,0.18716,0
980.0,4,0.18937,0
980.0,5,0.10063,1
980.0,6,0.09815,1
980.0,7,0.10943,0
985.0,0,0.18229,0
985.0,1,0.15536,0
985.0,2,0.1762,0
985.0,3,0.17883,0
985.0,4,0.16391,0
985.0,5,0.12602,0
985.0,6,0.14378,0
985.0,7,0.0832,1
990.0,0,0.17602,0
990.0,1,0.16078,0
990.0,2,0.11617,0
990.0,3,0.10651,0
990.0,4,0.12146,0
990.0,5,0.12956,0
990.0,6,0.12833,0
990.0,7,0.06971,1
995.0,0,0.11831,0
995.0,1,0.04656,1
995.0,2,0.10279,0
995.0,3,0.12682,0
995.0,4,0.13781,0
995.0,5,0.10193,0
995.0,6,0.09893,0
995.0,7,0.13695,1
1000.0,0,0.12648,1
1000.0,1,0.08784,0
1000.0,2,0.18221,0
1000.0,3,0.18643,0
1000.0,4,0.18648,1
1000.0,5,0.10471,1
1000.0,6,0.1013,0
1000.0,7,0.11995,0
1005.0,0,0.12503,1
1005.0,1,0.08557,0
1005.0,2,0.1849,0
1005.0,3,0.19622,0
1005.0,4,0.21932,0
1005.0,5,0.23057,0
1005.0,6,0.12393,0
1005.0,7,0.11188,0
1010.0,0,0.135,1
1010.0,1,0.07909,1
1010.0,2,0.14073,1
1010.0,3,0.12784,1
1010.0,4,0.09638,1
1010.0,5,0.10023,1
1010.0,6,0.07424,1
1010.0,7,0.08104,1
1015.0,0,0.23177,1
1015.0,1,0.13323,1
1015.0,2,0.11971,1
1015.0,3,0.14081,1
1015.0,4,0.1093,1
1015.0,5,0.0801,0
1015.0,6,0.06914,0
1015.0,7,0.12435,1
1020.0,0,0.08716,1
1020.0,1,0.06435,1
1020.0,2,0.09987,0
1020.0,3,0.03651,0
1020.0,4,0.04875,0
1020.0,5,0.07326,1
1020.0,6,0.02052,0
1020.0,7,0.02497,0
1025.0,0,0.07901,1
1025.0,1,0.08812,0
1025.0,2,0.06891,0
1025.0,3,0.05107,0
1025.0,4,0.10169,0
1025.0,5,0.06107,1
1025.0,6,0.01768,0
1025.0,7,0.02503,0
1030.0,0,0.07935,1
1030.0,1,0.08716,0
1030.0,2,0.06724,0
1030.0,3,0.0768,0
1030.0,4,0.08096,0
1030.0,5,0.04906,0
1030.0,6,0.05284,0
1030.0,7,0.10734,1
1035.0,0,0.07672,1
1035.0,1,0.07352,0
1035.0,2,0.06026,0
1035.0,3,0.0787,0
1035.0,4,0.08281,0
1035.0,5,0.05573,0
1035.0,6,0.06826,1
1035.0,7,0.02211,1
1040.0,0,0.12036,0
1040.0,1,0.06906,0
1040.0,2,0.04958,0
1040.0,3,0.09724,0
1040.0,4,0.05148,0
1040.0,5,0.10969,1
1040.0,6,0.02549,0
1040.0,7,0.02151,0
1045.0,0,0.12057,0
1045.0,1,0.0688,0
1045.0,2,0.04901,0
1045.0,3,0.10089,0
1045.0,4,0.06404,0
1045.0,5,0.06411,1
1045.0,6,0.02063,1
1045.0,7,0.0232,0
1050.0,0,0.12711,0
1050.0,1,0.1268,0
1050.0,2,0.02852,1
1050.0,3,0.09281,0
1050.0,4,0.04398,0
1050.0,5,0.03448,0
1050.0,6,0.025,0
1050.0,7,0.02411,0
1055.0,0,0.11036,0
1055.0,1,0.09784,0
1055.0,2,0.0932,0
1055.0,3,0.14245,1
1055.0,4,0.02219,0
1055.0,5,0.02977,0
1055.0,6,0.02346,0
1055.0,7,0.02438,0
1060.0,0,0.10706,0
1060.0,1,0.09745,0
1060.0,2,0.08232,0
1060.0,3,0.13273,0
1060.0,4,0.07841,0
1060.0,5,0.09253,0
1060.0,6,0.01427,0
1060.0,7,0.01753,0
1065.0,0,0.08203,0
1065.0,1,0.08487,0
1065.0,2,0.08599,0
1065.0,3,0.11255,0
1065.0,4,0.06513,0
1065.0,5,0.06021,0
1065.0,6,0.04964,0
1065.0,7,0.0718,0
1070.0,0,0.11576,0
1070.0,1,0.06477,0
1070.0,2,0.06818,0
1070.0,3,0.05424,1
1070.0,4,0.01669,1
1070.0,5,0.0432,0
1070.0,6,0.0324,0
1070.0,7,0.11758,1
1075.0,0,0.11182,1
1075.0,1,0.09273,0
1075.0,2,0.07562,0
1075.0,3,0.13211,0
1075.0,4,0.09362,0
1075.0,5,0.11005,1
1075.0,6,0.04117,1
1075.0,7,0.0424,0
1080.0,0,0.11919,1
1080.0,1,0.1068,0
1080.0,2,0.07672,0
1080.0,3,0.1637,0
1080.0,4,0.10326,1
1080.0,5,0.09047,1
1080.0,6,0.03354,0
1080.0,7,0.04596,0
1085.0,0,0.11969,1
1085.0,1,0.10833,0
1085.0,2,0.07852,0
1085.0,3,0.16672,0
1085.0,4,0.11125,0
1085.0,5,0.0875,1
1085.0,6,0.0487,0
1085.0,7,0.04721,0
1090.0,0,0.11951,1
1090.0,1,0.10776,0
1090.0,2,0.07706,0
1090.0,3,0.15052,0
1090.0,4,0.1156,0
1090.0,5,0.09393,1
1090.0,6,0.05922,1
1090.0,7,0.04604,0
1095.0,0,0.13294,1
1095.0,1,0.12823,0
1095.0,2,0.08185,0
1095.0,3,0.16484,0
1095.0,4,0.11799,0
1095.0,5,0.08719,1
1095.0,6,0.05951,0
1095.0,7,0.03685,0
1100.0,0,0.13224,1
1100.0,1,0.12865,0
1100.0,2,0.09516,0
1100.0,3,0.16984,0
1100.0,4,0.16182,0
1100.0,5,0.0824,1
1100.0,6,0.06107,0
1100.0,7,0.03539,0
1105.0,0,0.12924,0
1105.0,1,0.14156,0
1105.0,2,0.05372,1
1105.0,3,0.14339,0
1105.0,4,0.08109,0
1105.0,5,0.05141,0
1105.0,6,0.05031,0
1105.0,7,0.03599,0
1110.0,0,0.1138,0
1110.0,1,0.15266,0
1110.0,2,0.09331,1
1110.0,3,0.1237,1
1110.0,4,0.08596,0
1110.0,5,0.0512,0
1110.0,6,0.05089,0
1110.0,7,0.03562,0
1115.0,0,0.10458,0
1115.0,1,0.12812,0
1115.0,2,0.11305,0
1115.0,3,0.19711,0
1115.0,4,0.12349,1
1115.0,5,0.04289,0
1115.0,6,0.05005,0
1115.0,7,0.03477,0
1120.0,0,0.10034,0
1120.0,1,0.12727,0
1120.0,2,0.10938,0
1120.0,3,0.17083,0
1120.0,4,0.115,0
1120.0,5,0.09568,0
1120.0,6,0.11589,0
1120.0,7,0.03727,0
1125.0,0,0.17268,0
1125.0,1,0.09292,0
1125.0,2,0.06885,0
1125.0,3,0.08802,0
1125.0,4,0.07479,0
1125.0,5,0.10904,0
1125.0,6,0.03651,0
1125.0,7,0.11563,1
1130.0,0,0.05612,0
1130.0,1,0.06599,0
1130.0,2,0.11953,0
1130.0,3,0.10036,1
1130.0,4,0.04138,0
1130.0,5,0.04115,0
1130.0,6,0.02357,0
1130.0,7,0.13578,1
1135.0,0,0.09344,1
1135.0,1,0.02031,1
1135.0,2,0.06198,0
1135.0,3,0.07615,0
1135.0,4,0.07969,0
1135.0,5,0.05747,0
1135.0,6,0.0624,0
1135.0,7,0.0626,0
1140.0,0,0.22753,1
1140.0,1,0.12547,1
1140.0,2,0.11471,1
1140.0,3,0.13581,1
1140.0,4,0.13552,1
1140.0,5,0.10812,0
1140.0,6,0.07068,0
1140.0,7,0.11865,1
1145.0,0,0.08875,1
1145.0,1,0.1532,0
1145.0,2,0.13961,0
1145.0,3,0.21708,0
1145.0,4,0.17141,0
1145.0,5,0.10823,0
1145.0,6,0.06651,0
1145.0,7,0.09255,0
1150.0,0,0.0881,1
1150.0,1,0.15695,0
1150.0,2,0.14214,0
1150.0,3,0.2026,0
1150.0,4,0.18745,1
1150.0,5,0.09622,0
1150.0,6,0.12344,0
1150.0,7,0.0949,0
1155.0,0,0.09039,1
1155.0,1,0.15951,0
1155.0,2,0.14406,0
1155.0,3,0.22518,0
1155.0,4,0.19383,0
1155.0,5,0.09883,0
1155.0,6,0.12232,0
1155.0,7,0.09385,0
1160.0,0,0.17646,0
1160.0,1,0.12346,0
1160.0,2,0.22331,0
1160.0,3,0.19674,0
1160.0,4,0.11688,0
1160.0,5,0.11112,0
1160.0,6,0.10232,0
1160.0,7,0.03919,1
1165.0,0,0.18102,0
1165.0,1,0.13156,0
1165.0,2,0.23867,0
1165.0,3,0.20844,0
1165.0,4,0.12367,0
1165.0,5,0.12622,0
1165.0,6,0.07299,1
1165.0,7,0.06167,0
1170.0,0,0.22927,1
1170.0,1,0.12924,1
1170.0,2,0.11755,1
1170.0,3,0.1407,1
1170.0,4,0.13742,1
1170.0,5,0.11602,0
1170.0,6,0.07076,0
1170.0,7,0.12109,1
1175.0,0,0.22943,1
1175.0,1,0.1312,1
1175.0,2,0.1193,1
1175.0,3,0.1374,1
1175.0,4,0.1475,1
1175.0,5,0.12154,0
1175.0,6,0.07349,0
1175.0,7,0.10812,1
1180.0,0,0.10724,1
1180.0,1,0.09336,1
1180.0,2,0.16518,1
1180.0,3,0.16156,1
1180.0,4,0.11771,0
1180.0,5,0.11531,0
1180.0,6,0.1163,0
1180.0,7,0.09039,0
1185.0,0,0.11815,1
1185.0,1,0.07167,1
1185.0,2,0.13997,0
1185.0,3,0.13773,0
1185.0,4,0.16458,0
1185.0,5,0.12771,1
1185.0,6,0.10703,0
1185.0,7,0.08966,0
1190.0,0,0.10466,1
1190.0,1,0.13542,0
1190.0,2,0.11638,0
1190.0,3,0.14221,0
1190.0,4,0.13424,0
1190.0,5,0.15294,0
1190.0,6,0.14667,1
1190.0,7,0.06742,0
1195.0,0,0.11359,0
1195.0,1,0.13299,0
1195.0,2,0.12521,0
1195.0,3,0.12174,0
1195.0,4,0.12448,0
1195.0,5,0.10443,0
1195.0,6,0.12703,1
1195.0,7,0.07305,0
1200.0,0,0.08898,1
1200.0,1,0.11914,0
1200.0,2,0.13799,1
1200.0,3,0.13977,0
1200.0,4,0.13349,0
1200.0,5,0.12391,0
1200.0,6,0.12875,0
1200.0,7,0.08146,0
1205.0,0,0.20659,1
1205.0,1,0.10594,1
1205.0,2,0.10729,1
1205.0,3,0.11555,1
1205.0,4,0.13617,1
1205.0,5,0.09227,0
1205.0,6,0.06648,0
1205.0,7,0.10802,1
1210.0,0,0.22359,1
1210.0,1,0.1307,1
1210.0,2,0.11919,1
1210.0,3,0.13461,1
1210.0,4,0.15284,1
1210.0,5,0.12078,1
1210.0,6,0.06615,0
1210.0,7,0.11417,1
1215.0,0,0.22924,1
1215.0,1,0.12992,1
1215.0,2,0.11794,1
1215.0,3,0.13651,1
1215.0,4,0.15596,1
1215.0,5,0.12451,1
1215.0,6,0.08672,0
1215.0,7,0.1088,1
1220.0,0,0.22745,1
1220.0,1,0.12729,1
1220.0,2,0.11807,1
1220.0,3,0.13786,1
1220.0,4,0.16201,1
1220.0,5,0.10992,0
1220.0,6,0.07344,0
1220.0,7,0.11438,1
1225.0,0,0.22914,1
1225.0,1,0.1243,1
1225.0,2,0.12867,1
1225.0,3,0.13273,1
1225.0,4,0.15547,1
1225.0,5,0.12195,1
1225.0,6,0.07289,0
1225.0,7,0.12044,1
1230.0,0,0.23294,1
1230.0,1,0.16208,1
1230.0,2,0.13357,1
1230.0,3,0.12766,1
1230.0,4,0.15659,1
1230.0,5,0.13885,1
1230.0,6,0.08716,0
1230.0,7,0.12076,1
1235.0,0,0.23422,1
1235.0,1,0.15953,1
1235.0,2,0.13169,1
1235.0,3,0.13234,1
1235.0,4,0.15578,1
1235.0,5,0.13779,1
1235.0,6,0.08732,0
1235.0,7,0.12182,1
1240.0,0,0.23279,1
1240.0,1,0.15393,1
1240.0,2,0.12057,1
1240.0,3,0.12667,1
1240.0,4,0.15563,1
1240.0,5,0.15362,1
1240.0,6,0.08214,0
1240.0,7,0.11578,1
1245.0,0,0.0881,1
1245.0,1,0.13901,0
1245.0,2,0.12302,0
1245.0,3,0.14096,0
1245.0,4,0.13979,0
1245.0,5,0.13375,0
1245.0,6,0.17177,0
1245.0,7,0.08557,1
1250.0,0,0.11411,1
1250.0,1,0.16094,1
1250.0,2,0.12104,1
1250.0,3,0.10687,1
1250.0,4,0.11154,0
1250.0,5,0.09789,0
1250.0,6,0.08276,0
1250.0,7,0.06646,0
1255.0,0,0.12919,1
1255.0,1,0.16224,1
1255.0,2,0.1049,1
1255.0,3,0.11313,0
1255.0,4,0.10479,0
1255.0,5,0.09823,0
1255.0,6,0.08419,0
1255.0,7,0.06901,0
1260.0,0,0.12156,1
1260.0,1,0.16734,0
1260.0,2,0.13542,1
1260.0,3,0.11141,1
1260.0,4,0.10638,0
1260.0,5,0.09742,0
1260.0,6,0.08372,0
1260.0,7,0.06883,1
1265.0,0,0.11794,1
1265.0,1,0.14945,0
1265.0,2,0.13596,0
1265.0,3,0.17518,1
1265.0,4,0.0881,1
1265.0,5,0.10031,0
1265.0,6,0.08458,0
1265.0,7,0.06917,0
1270.0,0,0.11148,1
1270.0,1,0.14992,0
1270.0,2,0.13529,0
1270.0,3,0.14456,0
1270.0,4,0.13151,0
1270.0,5,0.14154,1
1270.0,6,0.11648,1
1270.0,7,0.06029,0
1275.0,0,0.11232,1
1275.0,1,0.14969,0
1275.0,2,0.13414,0
1275.0,3,0.1438,0
1275.0,4,0.12867,0
1275.0,5,0.13029,0
1275.0,6,0.10656,0
1275.0,7,0.13661,1
1280.0,0,0.14247,0
1280.0,1,0.12466,0
1280.0,2,0.13219,0
1280.0,3,0.11927,0
1280.0,4,0.11195,0
1280.0,5,0.1025,0
1280.0,6,0.12552,1
1280.0,7,0.0724,1
1285.0,0,0.17078,0
1285.0,1,0.15211,0
1285.0,2,0.14083,0
1285.0,3,0.13052,0
1285.0,4,0.14099,0
1285.0,5,0.13232,1
1285.0,6,0.08724,1
1285.0,7,0.08208,0
1290.0,0,0.14844,1
1290.0,1,0.16292,0
1290.0,2,0.19557,0
1290.0,3,0.15109,1
1290.0,4,0.10388,1
1290.0,5,0.13706,0
1290.0,6,0.10737,0
1290.0,7,0.0912,1
1295.0,0,0.14227,1
1295.0,1,0.16323,0
1295.0,2,0.17768,0
1295.0,3,0.1476,0
1295.0,4,0.13161,0
1295.0,5,0.13987,0
1295.0,6,0.10862,0
1295.0,7,0.09318,1
1300.0,0,0.14195,1
1300.0,1,0.1626,0
1300.0,2,0.17786,0
1300.0,3,0.14708,0
1300.0,4,0.12664,0
1300.0,5,0.1413,0
1300.0,6,0.08539,1
1300.0,7,0.04797,1
1305.0,0,0.18422,0
1305.0,1,0.17995,0
1305.0,2,0.18346,1
1305.0,3,0.15711,1
1305.0,4,0.13182,0
1305.0,5,0.1076,0
1305.0,6,0.09721,0
1305.0,7,0.10674,1
1310.0,0,0.18352,0
1310.0,1,0.17302,0
1310.0,2,0.15872,0
1310.0,3,0.15307,0
1310.0,4,0.16362,0
1310.0,5,0.14247,1
1310.0,6,0.07971,1
1310.0,7,0.09422,0
1315.0,0,0.18359,0
1315.0,1,0.17294,0
1315.0,2,0.16034,0
