t_seconds,strip,ink,occluded
1315.0,3,0.15094,0
1315.0,4,0.16372,0
1315.0,5,0.14487,1
1315.0,6,0.10643,1
1315.0,7,0.09622,1
1320.0,0,0.1825,0
1320.0,1,0.17177,0
1320.0,2,0.15862,0
1320.0,3,0.15161,0
1320.0,4,0.1582,0
1320.0,5,0.15451,0
1320.0,6,0.13211,1
1320.0,7,0.06396,0
1325.0,0,0.18375,0
1325.0,1,0.16341,0
1325.0,2,0.14667,0
1325.0,3,0.15708,0
1325.0,4,0.1406,0
1325.0,5,0.16107,1
1325.0,6,0.09836,1
1325.0,7,0.11023,1
1330.0,0,0.10651,1
1330.0,1,0.13544,0
1330.0,2,0.18693,0
1330.0,3,0.17896,0
1330.0,4,0.16701,1
1330.0,5,0.09794,1
1330.0,6,0.14258,0
1330.0,7,0.12245,1
1335.0,0,0.18932,0
1335.0,1,0.15971,0
1335.0,2,0.14214,0
1335.0,3,0.16117,0
1335.0,4,0.15049,1
1335.0,5,0.06849,1
1335.0,6,0.17711,1
1335.0,7,0.14023,1
1340.0,0,0.19724,0
1340.0,1,0.17661,1
1340.0,2,0.15128,1
1340.0,3,0.11497,1
1340.0,4,0.08664,1
1340.0,5,0.1056,0
1340.0,6,0.17227,1
1340.0,7,0.14867,1
1345.0,0,0.19016,0
1345.0,1,0.18458,0
1345.0,2,0.17333,0
1345.0,3,0.14698,0
1345.0,4,0.15635,0
1345.0,5,0.15219,1
1345.0,6,0.11206,1
1345.0,7,0.0676,0
1350.0,0,0.18471,0
1350.0,1,0.18862,0
1350.0,2,0.17388,0
1350.0,3,0.15677,1
1350.0,4,0.16445,1
1350.0,5,0.16964,0
1350.0,6,0.11721,0
1350.0,7,0.12646,1
1355.0,0,0.06372,1
1355.0,1,0.07698,1
1355.0,2,0.15169,0
1355.0,3,0.15385,0
1355.0,4,0.1343,0
1355.0,5,0.11211,0
1355.0,6,0.11427,0
1355.0,7,0.12307,1
1360.0,0,0.13453,0
1360.0,1,0.10422,1
1360.0,2,0.12458,1
1360.0,3,0.12031,1
1360.0,4,0.06497,1
1360.0,5,0.06112,1
1360.0,6,0.08375,1
1360.0,7,0.0812,1
1365.0,0,0.10417,1
1365.0,1,0.08383,1
1365.0,2,0.07927,1
1365.0,3,0.08471,1
1365.0,4,0.05708,1
1365.0,5,0.0551,1
1365.0,6,0.07646,1
1365.0,7,0.06286,1
1370.0,0,0.18182,1
1370.0,1,0.13367,1
1370.0,2,0.18357,1
1370.0,3,0.17073,1
1370.0,4,0.15693,1
1370.0,5,0.12172,1
1370.0,6,0.12727,1
1370.0,7,0.22872,1
1375.0,0,0.15555,1
1375.0,1,0.12883,1
1375.0,2,0.16797,1
1375.0,3,0.15687,1
1375.0,4,0.12323,1
1375.0,5,0.10477,1
1375.0,6,0.12013,1
1375.0,7,0.19529,1
1380.0,0,0.16141,1
1380.0,1,0.13232,1
1380.0,2,0.1694,1
1380.0,3,0.16742,1
1380.0,4,0.13055,1
1380.0,5,0.10156,1
1380.0,6,0.12542,1
1380.0,7,0.1994,1
1385.0,0,0.14229,1
1385.0,1,0.12534,1
1385.0,2,0.13721,0
1385.0,3,0.10615,0
1385.0,4,0.07643,0
1385.0,5,0.07365,0
1385.0,6,0.0612,0
1385.0,7,0.08755,0
1390.0,0,0.15581,1
1390.0,1,0.13221,0
1390.0,2,0.10747,1
1390.0,3,0.10839,1
1390.0,4,0.11388,0
1390.0,5,0.07284,0
1390.0,6,0.06331,0
1390.0,7,0.08901,0
1395.0,0,0.15771,1
1395.0,1,0.12404,0
1395.0,2,0.10495,0
1395.0,3,0.09576,0
1395.0,4,0.10529,1
1395.0,5,0.06872,1
1395.0,6,0.1224,1
1395.0,7,0.09148,0
1400.0,0,0.15281,1
1400.0,1,0.11891,0
1400.0,2,0.10526,0
1400.0,3,0.09289,0
1400.0,4,0.09878,0
1400.0,5,0.09906,0
1400.0,6,0.08201,0
1400.0,7,0.13872,1
1405.0,0,0.09234,1
1405.0,1,0.09768,0
1405.0,2,0.08461,0
1405.0,3,0.06901,0
1405.0,4,0.09823,0
1405.0,5,0.08711,0
1405.0,6,0.0701,0
1405.0,7,0.07586,0
1410.0,0,0.20599,1
1410.0,1,0.12151,0
1410.0,2,0.1026,0
1410.0,3,0.0943,0
1410.0,4,0.10016,0
1410.0,5,0.08383,0
1410.0,6,0.09451,0
1410.0,7,0.11036,0
1415.0,0,0.1624,1
1415.0,1,0.13464,1
1415.0,2,0.18313,1
1415.0,3,0.16286,1
1415.0,4,0.15477,1
1415.0,5,0.11203,1
1415.0,6,0.12339,1
1415.0,7,0.19883,1
1420.0,0,0.15974,1
1420.0,1,0.1338,1
1420.0,2,0.18372,1
1420.0,3,0.16344,1
1420.0,4,0.14865,1
1420.0,5,0.11034,1
1420.0,6,0.12771,1
1420.0,7,0.19714,1
1425.0,0,0.16081,1
1425.0,1,0.12578,1
1425.0,2,0.18674,1
1425.0,3,0.16073,1
1425.0,4,0.14831,1
1425.0,5,0.10924,1
1425.0,6,0.12875,1
1425.0,7,0.19583,1
1430.0,0,0.15958,1
1430.0,1,0.13776,1
1430.0,2,0.19359,1
1430.0,3,0.19016,1
1430.0,4,0.14839,1
1430.0,5,0.10833,1
1430.0,6,0.12276,1
1430.0,7,0.20016,1
1435.0,0,0.16128,1
1435.0,1,0.1338,1
1435.0,2,0.19164,1
1435.0,3,0.17182,1
1435.0,4,0.14846,1
1435.0,5,0.11214,1
1435.0,6,0.11948,1
1435.0,7,0.19792,1
1440.0,0,0.15969,1
1440.0,1,0.13422,1
1440.0,2,0.18318,1
1440.0,3,0.18128,1
1440.0,4,0.14854,1
1440.0,5,0.11172,1
1440.0,6,0.12279,1
1440.0,7,0.20021,1
1445.0,0,0.16005,1
1445.0,1,0.13464,1
1445.0,2,0.19211,1
1445.0,3,0.18146,1
1445.0,4,0.14599,1
1445.0,5,0.1106,1
1445.0,6,0.12331,1
1445.0,7,0.20036,1
1450.0,0,0.16326,1
1450.0,1,0.13518,1
1450.0,2,0.18544,1
1450.0,3,0.18148,1
1450.0,4,0.16818,1
1450.0,5,0.11003,1
1450.0,6,0.1213,1
1450.0,7,0.20039,1
1455.0,0,0.15982,1
1455.0,1,0.13474,1
1455.0,2,0.18607,1
1455.0,3,0.17539,1
1455.0,4,0.15589,1
1455.0,5,0.12432,1
1455.0,6,0.12271,1
1455.0,7,0.19693,1
1460.0,0,0.16125,1
1460.0,1,0.13393,1
1460.0,2,0.18984,1
1460.0,3,0.18833,1
1460.0,4,0.16086,1
1460.0,5,0.11964,1
1460.0,6,0.12378,1
1460.0,7,0.1981,1
1465.0,0,0.16089,1
1465.0,1,0.13362,1
1465.0,2,0.1938,1
1465.0,3,0.1868,1
1465.0,4,0.15799,1
1465.0,5,0.13049,1
1465.0,6,0.12471,1
1465.0,7,0.19737,1
1470.0,0,0.10982,0
1470.0,1,0.07935,1
1470.0,2,0.15974,1
1470.0,3,0.0913,1
1470.0,4,0.1474,1
1470.0,5,0.15471,0
1470.0,6,0.13164,0
1470.0,7,0.11542,0
1475.0,0,0.09258,1
1475.0,1,0.14654,1
1475.0,2,0.17016,0
1475.0,3,0.14901,1
1475.0,4,0.09326,1
1475.0,5,0.13471,1
1475.0,6,0.10701,1
1475.0,7,0.08539,1
1480.0,0,0.18414,0
1480.0,1,0.10604,1
1480.0,2,0.05758,1
1480.0,3,0.06526,1
1480.0,4,0.07203,0
1480.0,5,0.07708,0
1480.0,6,0.07872,0
1480.0,7,0.08143,1
1485.0,0,0.11633,1
1485.0,1,0.05211,1
1485.0,2,0.14659,1
1485.0,3,0.16872,1
1485.0,4,0.12604,0
1485.0,5,0.11245,0
1485.0,6,0.08464,0
1485.0,7,0.08255,0
1490.0,0,0.07776,1
1490.0,1,0.13039,1
1490.0,2,0.04018,0
1490.0,3,0.03591,0
1490.0,4,0.06914,1
1490.0,5,0.04125,1
1490.0,6,0.07195,1
1490.0,7,0.07312,1
1495.0,0,0.10242,1
1495.0,1,0.12367,1
1495.0,2,0.09247,1
1495.0,3,0.14424,1
1495.0,4,0.17737,1
1495.0,5,0.16266,0
1495.0,6,0.15831,1
1495.0,7,0.11516,1
1500.0,0,0.09859,1
1500.0,1,0.04552,0
1500.0,2,0.03896,0
1500.0,3,0.04333,0
1500.0,4,0.05263,0
1500.0,5,0.05401,1
1500.0,6,0.05836,1
1500.0,7,0.06292,1
1505.0,0,0.08727,0
1505.0,1,0.06404,0
1505.0,2,0.07023,0
1505.0,3,0.06237,1
1505.0,4,0.03148,1
1505.0,5,0.07206,0
1505.0,6,0.06469,0
1505.0,7,0.05826,1
1510.0,0,0.15542,1
1510.0,1,0.10977,1
1510.0,2,0.06245,0
1510.0,3,0.07958,1
1510.0,4,0.18146,1
1510.0,5,0.0601,0
1510.0,6,0.04958,0
1510.0,7,0.06135,1
1515.0,0,0.1319,0
1515.0,1,0.09724,0
1515.0,2,0.02922,1
1515.0,3,0.05536,1
1515.0,4,0.09599,1
1515.0,5,0.06529,0
1515.0,6,0.05107,0
1515.0,7,0.07117,0
1520.0,0,0.12513,1
1520.0,1,0.15555,1
1520.0,2,0.07781,1
1520.0,3,0.09628,1
1520.0,4,0.11125,1
1520.0,5,0.0618,0
1520.0,6,0.06516,0
1520.0,7,0.06245,0
1525.0,0,0.22346,1
1525.0,1,0.07396,0
1525.0,2,0.1013,0
1525.0,3,0.08495,1
1525.0,4,0.06612,1
1525.0,5,0.10865,1
1525.0,6,0.06385,0
1525.0,7,0.07315,0
1530.0,0,0.24266,1
1530.0,1,0.09508,0
1530.0,2,0.08703,0
1530.0,3,0.09539,0
1530.0,4,0.09284,1
1530.0,5,0.10216,1
1530.0,6,0.08844,1
1530.0,7,0.14888,1
1535.0,0,0.22117,1
1535.0,1,0.12185,0
1535.0,2,0.09784,0
1535.0,3,0.0956,0
1535.0,4,0.07802,0
1535.0,5,0.09563,0
1535.0,6,0.09448,0
1535.0,7,0.07932,0
1540.0,0,0.26594,1
1540.0,1,0.13307,1
1540.0,2,0.13633,1
1540.0,3,0.13479,1
1540.0,4,0.09919,0
1540.0,5,0.0975,0
1540.0,6,0.09513,0
1540.0,7,0.07615,0
1545.0,0,0.17062,1
1545.0,1,0.12068,1
1545.0,2,0.12172,0
1545.0,3,0.09807,0
1545.0,4,0.07964,0
1545.0,5,0.09786,0
1545.0,6,0.09438,0
1545.0,7,0.07664,0
1550.0,0,0.24063,1
1550.0,1,0.12362,1
1550.0,2,0.11141,1
1550.0,3,0.19344,1
1550.0,4,0.08344,0
1550.0,5,0.09786,0
1550.0,6,0.09513,0
1550.0,7,0.07562,0
1555.0,0,0.24169,1
1555.0,1,0.10802,0
1555.0,2,0.12339,0
1555.0,3,0.11844,0
1555.0,4,0.11904,1
1555.0,5,0.07159,1
1555.0,6,0.15,1
1555.0,7,0.08565,0
1560.0,0,0.14904,0
1560.0,1,0.11286,0
1560.0,2,0.09646,0
1560.0,3,0.12104,0
1560.0,4,0.08461,1
1560.0,5,0.07672,1
1560.0,6,0.10135,1
1560.0,7,0.0799,0
1565.0,0,0.10214,1
1565.0,1,0.1562,1
1565.0,2,0.11589,0
1565.0,3,0.1168,0
1565.0,4,0.1012,0
1565.0,5,0.10628,0
1565.0,6,0.10404,0
1565.0,7,0.10727,0
1570.0,0,0.09961,0
1570.0,1,0.07052,1
1570.0,2,0.16779,1
1570.0,3,0.17195,1
1570.0,4,0.16643,1
1570.0,5,0.13646,0
1570.0,6,0.1031,0
1570.0,7,0.12669,1
1575.0,0,0.13706,0
1575.0,1,0.12396,0
1575.0,2,0.16341,1
1575.0,3,0.15318,1
1575.0,4,0.15583,1
1575.0,5,0.12583,0
1575.0,6,0.0951,0
1575.0,7,0.08896,0
1580.0,0,0.13771,0
1580.0,1,0.12583,0
1580.0,2,0.15211,1
1580.0,3,0.15698,1
1580.0,4,0.15086,1
1580.0,5,0.13029,0
1580.0,6,0.0957,0
1580.0,7,0.08643,0
1585.0,0,0.22388,1
1585.0,1,0.08667,0
1585.0,2,0.12318,0
1585.0,3,0.15859,1
1585.0,4,0.11784,1
1585.0,5,0.17521,1
1585.0,6,0.13768,1
1585.0,7,0.1157,1
1590.0,0,0.2243,1
1590.0,1,0.0919,0
1590.0,2,0.09034,1
1590.0,3,0.14044,1
1590.0,4,0.11966,0
1590.0,5,0.12464,0
1590.0,6,0.10578,0
1590.0,7,0.10596,0
1595.0,0,0.11328,0
1595.0,1,0.14458,1
1595.0,2,0.17633,1
1595.0,3,0.16076,1
1595.0,4,0.15651,1
1595.0,5,0.11156,0
1595.0,6,0.10518,0
1595.0,7,0.12786,1
1600.0,0,0.10734,0
1600.0,1,0.06995,1
1600.0,2,0.21333,1
1600.0,3,0.12982,1
1600.0,4,0.17117,1
1600.0,5,0.12422,0
1600.0,6,0.10477,0
1600.0,7,0.12596,1
1605.0,0,0.10833,1
1605.0,1,0.17922,1
1605.0,2,0.12401,1
1605.0,3,0.18826,1
1605.0,4,0.14477,1
1605.0,5,0.10292,0
1605.0,6,0.12049,0
1605.0,7,0.10237,0
1610.0,0,0.22167,1
1610.0,1,0.11198,0
1610.0,2,0.1368,0
1610.0,3,0.13589,1
1610.0,4,0.15763,1
1610.0,5,0.14461,1
1610.0,6,0.12753,0
1610.0,7,0.09792,1
1615.0,0,0.10768,0
1615.0,1,0.08039,0
1615.0,2,0.09891,0
1615.0,3,0.10445,1
1615.0,4,0.06888,0
1615.0,5,0.07589,0
1615.0,6,0.06638,1
1615.0,7,0.05529,1
1620.0,0,0.13242,1
1620.0,1,0.14471,0
1620.0,2,0.1831,1
1620.0,3,0.18539,1
1620.0,4,0.09828,1
1620.0,5,0.05951,1
1620.0,6,0.04104,0
1620.0,7,0.06031,1
1625.0,0,0.17391,1
1625.0,1,0.1776,1
1625.0,2,0.22258,1
1625.0,3,0.19927,1
1625.0,4,0.10141,1
1625.0,5,0.11279,1
1625.0,6,0.09182,1
1625.0,7,0.08651,1
1630.0,0,0.17292,1
1630.0,1,0.18151,1
1630.0,2,0.22885,1
1630.0,3,0.23885,1
1630.0,4,0.10128,1
1630.0,5,0.10305,1
1630.0,6,0.10469,1
1630.0,7,0.09005,1
1635.0,0,0.17219,1
1635.0,1,0.17161,1
1635.0,2,0.10648,1
1635.0,3,0.16302,1
1635.0,4,0.1275,1
1635.0,5,0.11784,1
1635.0,6,0.10388,1
1635.0,7,0.09115,1
1640.0,0,0.09659,1
1640.0,1,0.02659,1
1640.0,2,0.05362,1
1640.0,3,0.12878,1
1640.0,4,0.09656,0
1640.0,5,0.07151,0
1640.0,6,0.07651,0
1640.0,7,0.08406,1
1645.0,0,0.12802,1
1645.0,1,0.06961,1
1645.0,2,0.15013,0
1645.0,3,0.10924,1
1645.0,4,0.14206,1
1645.0,5,0.13469,1
1645.0,6,0.11104,0
1645.0,7,0.10016,0
1650.0,0,0.10607,0
1650.0,1,0.13203,0
1650.0,2,0.14815,0
1650.0,3,0.11805,1
1650.0,4,0.13383,1
1650.0,5,0.15352,1
1650.0,6,0.09576,0
1650.0,7,0.09078,0
1655.0,0,0.08018,1
1655.0,1,0.11487,1
1655.0,2,0.17193,1
1655.0,3,0.15003,0
1655.0,4,0.12862,0
1655.0,5,0.11984,0
1655.0,6,0.1437,0
1655.0,7,0.1293,0
1660.0,0,0.15112,1
1660.0,1,0.15372,1
1660.0,2,0.13992,0
1660.0,3,0.15523,0
1660.0,4,0.12997,0
1660.0,5,0.12049,0
1660.0,6,0.14563,0
1660.0,7,0.12518,0
1665.0,0,0.20521,1
1665.0,1,0.10169,0
1665.0,2,0.19445,1
1665.0,3,0.11065,1
1665.0,4,0.1807,1
1665.0,5,0.14607,0
1665.0,6,0.1201,0
1665.0,7,0.09815,0
1670.0,0,0.21815,1
1670.0,1,0.11922,0
1670.0,2,0.16198,0
1670.0,3,0.18206,1
1670.0,4,0.08409,1
1670.0,5,0.17313,1
1670.0,6,0.11273,0
1670.0,7,0.09836,0
1675.0,0,0.11104,0
1675.0,1,0.15768,0
1675.0,2,0.13385,0
1675.0,3,0.1226,0
1675.0,4,0.16747,0
1675.0,5,0.09917,1
1675.0,6,0.10786,1
1675.0,7,0.11128,1
1680.0,0,0.13427,1
1680.0,1,0.10281,1
1680.0,2,0.10315,0
1680.0,3,0.09745,0
1680.0,4,0.10232,0
1680.0,5,0.10292,0
1680.0,6,0.08609,0
1680.0,7,0.0906,0
1685.0,0,0.09672,0
1685.0,1,0.06211,0
1685.0,2,0.05411,0
1685.0,3,0.04089,1
1685.0,4,0.01401,1
1685.0,5,0.07401,0
1685.0,6,0.10375,0
1685.0,7,0.12135,1
1690.0,0,0.11331,1
1690.0,1,0.16161,0
1690.0,2,0.16318,0
1690.0,3,0.16151,1
1690.0,4,0.1319,1
1690.0,5,0.09815,1
1690.0,6,0.09885,0
1690.0,7,0.08206,1
1695.0,0,0.13148,0
1695.0,1,0.08745,1
1695.0,2,0.04685,1
1695.0,3,0.06747,0
1695.0,4,0.07758,0
1695.0,5,0.06026,0
1695.0,6,0.05505,0
1695.0,7,0.07008,1
1700.0,0,0.18427,0
1700.0,1,0.14062,0
1700.0,2,0.165,0
1700.0,3,0.0774,1
1700.0,4,0.10594,1
1700.0,5,0.10286,0
1700.0,6,0.09911,0
1700.0,7,0.07156,0
1705.0,0,0.08091,1
1705.0,1,0.11154,1
1705.0,2,0.1463,1
1705.0,3,0.19443,1
1705.0,4,0.15273,0
1705.0,5,0.15029,0
1705.0,6,0.16555,0
1705.0,7,0.1556,1
1710.0,0,0.07987,1
1710.0,1,0.11862,1
1710.0,2,0.14865,1
1710.0,3,0.18812,0
1710.0,4,0.1456,0
1710.0,5,0.14456,0
1710.0,6,0.16224,0
1710.0,7,0.15424,0
1715.0,0,0.06859,1
1715.0,1,0.17185,1
1715.0,2,0.15878,1
1715.0,3,0.13815,1
1715.0,4,0.18701,1
1715.0,5,0.15961,0
1715.0,6,0.16237,0
1715.0,7,0.15464,0
1720.0,0,0.06956,1
1720.0,1,0.17901,1
1720.0,2,0.14438,0
1720.0,3,0.20568,1
1720.0,4,0.13122,1
1720.0,5,0.14781,1
1720.0,6,0.1974,1
1720.0,7,0.15245,0
1725.0,0,0.15755,1
1725.0,1,0.14294,1
1725.0,2,0.09305,0
1725.0,3,0.21383,0
1725.0,4,0.16388,0
1725.0,5,0.16451,0
1725.0,6,0.18951,0
1725.0,7,0.15836,0
1730.0,0,0.11966,1
1730.0,1,0.14568,1
1730.0,2,0.11927,1
1730.0,3,0.2244,1
1730.0,4,0.17219,0
1730.0,5,0.16523,0
1730.0,6,0.1888,0
1730.0,7,0.1576,0
1735.0,0,0.14513,1
1735.0,1,0.16612,1
1735.0,2,0.12516,1
1735.0,3,0.2107,1
1735.0,4,0.17247,0
1735.0,5,0.16484,0
1735.0,6,0.18823,0
1735.0,7,0.16115,1
1740.0,0,0.12542,1
1740.0,1,0.10219,1
1740.0,2,0.0926,1
1740.0,3,0.21742,0
1740.0,4,0.16271,0
1740.0,5,0.1644,0
1740.0,6,0.18823,0
1740.0,7,0.15974,1
1745.0,0,0.11831,1
1745.0,1,0.17102,1
1745.0,2,0.06833,1
1745.0,3,0.1406,1
1745.0,4,0.14346,0
1745.0,5,0.14471,0
1745.0,6,0.15406,0
1745.0,7,0.13076,0
1750.0,0,0.09625,0
1750.0,1,0.0601,0
1750.0,2,0.05599,0
1750.0,3,0.06117,0
1750.0,4,0.07732,0
1750.0,5,0.0601,1
1750.0,6,0.05997,0
1750.0,7,0.07628,1
1755.0,0,0.1075,0
1755.0,1,0.08773,0
1755.0,2,0.09052,0
1755.0,3,0.0426,1
1755.0,4,0.04292,1
1755.0,5,0.06297,0
1755.0,6,0.06031,0
1755.0,7,0.05565,0
1760.0,0,0.11995,1
1760.0,1,0.08672,1
1760.0,2,0.08672,1
1760.0,3,0.19643,1
1760.0,4,0.13357,0
1760.0,5,0.12677,0
1760.0,6,0.14268,0
1760.0,7,0.11667,0
1765.0,0,0.19234,1
1765.0,1,0.09112,1
1765.0,2,0.19654,1
1765.0,3,0.14076,0
1765.0,4,0.15818,0
1765.0,5,0.15378,0
1765.0,6,0.12482,0
1765.0,7,0.09922,0
1770.0,0,0.22156,1
1770.0,1,0.06062,0
1770.0,2,0.21109,1
1770.0,3,0.08466,1
1770.0,4,0.17258,1
1770.0,5,0.15854,0
1770.0,6,0.12096,0
1770.0,7,0.09935,0
1775.0,0,0.22201,1
1775.0,1,0.06099,0
1775.0,2,0.1963,0
1775.0,3,0.14799,1
1775.0,4,0.10839,1
1775.0,5,0.19495,1
1775.0,6,0.12755,0
1775.0,7,0.10362,0
1780.0,0,0.23305,1
1780.0,1,0.06156,1
1780.0,2,0.21326,1
1780.0,3,0.15229,0
1780.0,4,0.16594,0
1780.0,5,0.17755,0
1780.0,6,0.13195,0
1780.0,7,0.10148,0
1785.0,0,0.21284,0
1785.0,1,0.14906,0
1785.0,2,0.17026,0
1785.0,3,0.20383,0
1785.0,4,0.13779,1
1785.0,5,0.09247,1
1785.0,6,0.13305,0
1785.0,7,0.07721,0
1790.0,0,0.1125,0
1790.0,1,0.12182,1
1790.0,2,0.09109,1
1790.0,3,0.15299,1
1790.0,4,0.18896,1
1790.0,5,0.16198,0
1790.0,6,0.12599,0
1790.0,7,0.11607,0
1795.0,0,0.11031,0
1795.0,1,0.22203,0
1795.0,2,0.1912,1
1795.0,3,0.09042,1
1795.0,4,0.15227,1
1795.0,5,0.17414,1
1795.0,6,0.14727,0
1795.0,7,0.12719,0
1800.0,0,0.11055,0
1800.0,1,0.22078,0
1800.0,2,0.1906,0
1800.0,3,0.11169,1
1800.0,4,0.07878,1
1800.0,5,0.15781,1
1800.0,6,0.13544,0
1800.0,7,0.1232,0
1805.0,0,0.20305,1
1805.0,1,0.19503,0
1805.0,2,0.20961,0
1805.0,3,0.18534,0
1805.0,4,0.20711,0
1805.0,5,0.16492,0
1805.0,6,0.14409,0
1805.0,7,0.11706,1
1810.0,0,0.1581,1
1810.0,1,0.12914,1
1810.0,2,0.18609,1
1810.0,3,0.19805,1
1810.0,4,0.16062,1
1810.0,5,0.11443,1
1810.0,6,0.12721,1
1810.0,7,0.19375,1
1815.0,0,0.14148,1
1815.0,1,0.17982,1
1815.0,2,0.13234,1
1815.0,3,0.09656,1
1815.0,4,0.09503,1
1815.0,5,0.14453,1
1815.0,6,0.10424,0
1815.0,7,0.05151,0
1820.0,0,0.15242,1
1820.0,1,0.10654,1
1820.0,2,0.06862,1
1820.0,3,0.11846,1
1820.0,4,0.0919,1
1820.0,5,0.06292,1
1820.0,6,0.05698,1
1820.0,7,0.09849,1
1825.0,0,0.11102,1
1825.0,1,0.10271,1
1825.0,2,0.13667,1
1825.0,3,0.1212,1
1825.0,4,0.12315,1
1825.0,5,0.15409,1
1825.0,6,0.17185,1
1825.0,7,0.1574,1
1830.0,0,0.10914,1
1830.0,1,0.13331,1
1830.0,2,0.1343,1
1830.0,3,0.13112,1
1830.0,4,0.13737,1
1830.0,5,0.18885,1
1830.0,6,0.20299,1
1830.0,7,0.18352,1
1835.0,0,0.09563,1
1835.0,1,0.10896,1
1835.0,2,0.09799,1
1835.0,3,0.12919,0
1835.0,4,0.13763,0
1835.0,5,0.10396,0
1835.0,6,0.1538,0
1835.0,7,0.15245,1
1840.0,0,0.08438,1
1840.0,1,0.12013,1
1840.0,2,0.13503,1
1840.0,3,0.13661,0
1840.0,4,0.13867,0
1840.0,5,0.10523,0
1840.0,6,0.15503,0
1840.0,7,0.15143,1
1845.0,0,0.07792,1
1845.0,1,0.10594,1
1845.0,2,0.1326,1
1845.0,3,0.13901,0
1845.0,4,0.14055,0
1845.0,5,0.10372,0
1845.0,6,0.15695,0
1845.0,7,0.1518,1
1850.0,0,0.07297,1
1850.0,1,0.09784,1
1850.0,2,0.11922,0
1850.0,3,0.1382,0
1850.0,4,0.14016,0
1850.0,5,0.10547,0
1850.0,6,0.1575,0
1850.0,7,0.15073,1
1855.0,0,0.08372,1
1855.0,1,0.10117,1
1855.0,2,0.16135,1
1855.0,3,0.1369,0
1855.0,4,0.13659,0
1855.0,5,0.10497,0
1855.0,6,0.15599,0
1855.0,7,0.15112,1
1860.0,0,0.11846,1
1860.0,1,0.12596,1
1860.0,2,0.13526,1
1860.0,3,0.12844,1
1860.0,4,0.13693,1
1860.0,5,0.19599,1
1860.0,6,0.20477,1
1860.0,7,0.18146,1
1865.0,0,0.0768,1
1865.0,1,0.11503,1
1865.0,2,0.12992,1
1865.0,3,0.13294,0
1865.0,4,0.13187,0
1865.0,5,0.10214,0
1865.0,6,0.14914,0
1865.0,7,0.14083,1
1870.0,0,0.06104,1
1870.0,1,0.12198,1
1870.0,2,0.08414,1
1870.0,3,0.13951,1
1870.0,4,0.13643,0
1870.0,5,0.10385,0
1870.0,6,0.15594,0
1870.0,7,0.14841,1
1875.0,0,0.07375,1
1875.0,1,0.10737,1
1875.0,2,0.14609,1
1875.0,3,0.13404,0
1875.0,4,0.13885,0
1875.0,5,0.11031,0
1875.0,6,0.15388,0
1875.0,7,0.15083,1
1880.0,0,0.06349,1
1880.0,1,0.13768,1
1880.0,2,0.1131,0
1880.0,3,0.11154,1
1880.0,4,0.15625,1
1880.0,5,0.10628,0
1880.0,6,0.15245,0
1880.0,7,0.14977,1
1885.0,0,0.07859,1
1885.0,1,0.13945,1
1885.0,2,0.12346,1
1885.0,3,0.13857,1
1885.0,4,0.14776,1
1885.0,5,0.11388,0
1885.0,6,0.15586,0
1885.0,7,0.14823,1
1890.0,0,0.06383,1
1890.0,1,0.11057,1
1890.0,2,0.1374,1
1890.0,3,0.13706,1
1890.0,4,0.14607,1
1890.0,5,0.11326,0
1890.0,6,0.1531,0
1890.0,7,0.14896,1
1895.0,0,0.0987,1
1895.0,1,0.14872,1
1895.0,2,0.12635,1
1895.0,3,0.13911,1
1895.0,4,0.1476,1
1895.0,5,0.11234,0
1895.0,6,0.15568,0
1895.0,7,0.14865,1
1900.0,0,0.08094,1
1900.0,1,0.14391,1
1900.0,2,0.13828,1
1900.0,3,0.14188,1
1900.0,4,0.15094,1
1900.0,5,0.11349,0
1900.0,6,0.15573,0
1900.0,7,0.14859,1
1905.0,0,0.08195,1
1905.0,1,0.15268,1
1905.0,2,0.13805,1
1905.0,3,0.14094,1
1905.0,4,0.1481,1
1905.0,5,0.11534,0
1905.0,6,0.15513,0
1905.0,7,0.15125,1
1910.0,0,0.06573,1
1910.0,1,0.1268,1
1910.0,2,0.11901,0
1910.0,3,0.13771,1
1910.0,4,0.14583,1
1910.0,5,0.1125,0
1910.0,6,0.15503,0
1910.0,7,0.15411,1
1915.0,0,0.06745,1
1915.0,1,0.0613,1
1915.0,2,0.09354,1
1915.0,3,0.13529,1
1915.0,4,0.15755,1
1915.0,5,0.12099,1
1915.0,6,0.14992,1
1915.0,7,0.13234,1
1920.0,0,0.14672,1
1920.0,1,0.13917,1
1920.0,2,0.10362,1
1920.0,3,0.08833,1
1920.0,4,0.11646,1
1920.0,5,0.15539,1
1920.0,6,0.07781,0
1920.0,7,0.0393,0
1925.0,0,0.1482,1
1925.0,1,0.13888,1
1925.0,2,0.11862,1
1925.0,3,0.06688,1
1925.0,4,0.11453,1
1925.0,5,0.15112,1
1925.0,6,0.07456,0
1925.0,7,0.03922,0
1930.0,0,0.14682,1
1930.0,1,0.12536,1
1930.0,2,0.08745,1
1930.0,3,0.06987,1
1930.0,4,0.1162,1
1930.0,5,0.16279,1
1930.0,6,0.07966,0
1930.0,7,0.03997,0
1935.0,0,0.13091,1
1935.0,1,0.1013,1
1935.0,2,0.08125,1
1935.0,3,0.05737,1
1935.0,4,0.11815,1
1935.0,5,0.16172,1
1935.0,6,0.07836,0
1935.0,7,0.04023,0
1940.0,0,0.13385,1
1940.0,1,0.10094,1
